Question ID,Question,Answers
430,What kind of tests and assessment do you apply during selection of white collar temps?,"We have a language test and calculation test that we now use for other contact center customers. After awarding, we will tailor these language tests for Client . We will involve you in this during the implementation process. We can of course share the results of the tests with you if this is beneficial during the selection process."
431,What does your hiring process look like?,"Inflow: • Recruitment through online and offline channels • Pre-selection / check strict requirements • Skype / telephone interview recruiter (possibly pre-assessment, language and math test) • Face-to-Face Interview / assessment • Terms of employment interview • Contract / File / Admin • Onboarding • Start Flexkracht • Guidance / retention Flow through: • Accompaniment • Education • Evaluations • Transfer options Outflow: • Exit call • Being able to estimate in advance when someone will leave • Prevention of outflow"
432,"How will you check the candidate's VOG, immigration status, medical examination etc.?","After application, the original VOG must be submitted within four weeks. During the intake on site, the Onsite Consultant checks the identification of the potential employee for authenticity and validity by means of at least two security features, namely, the tangible relief and the water shadow mark. If it concerns a residence permit, the potential employee must show the official letter with the BSN number or a health insurance card. If a work permit is required, the potential employee must also show this. This is checked for authenticity by the Consultant. Medical examinations are checked in consultation with the Client within the restrictions of the Dutch law for the relevant points for the Client."
433,What does your process of evaluation of the candidates look like?,"Interim assessment is always in consultation with the customer, as an assessment system has often already been set up. Gi Group's standard procedure is as follows: • Evaluation first day (by telephone by Consultant) • Evaluation first week (by telephone by Consultant) • Evaluation first month (if possible on site by Consultant, if desired with the candidate's manager) • Evaluation after six months (on site by Consultant, preferably together with managerial candidate) • Annual evaluation (on site by Consultant, preferably together with managerial candidate) All assessments and communication are saved in the Gi Group CRM system."
434,"How is your working method regarding absenteeism, registration and guidance and how do you deal with the contracts with the employees in this case?","Absence must be reported by the employee to the administration department. If desired, this will be passed on to Client  if there is no direct possibility. Absenteeism is registered in the CRM as well as in the back office. This will then be passed on to the UWV. Administration maintains contact with the employee during the illness, in case of long-term illness (longer than 5 working days) or frequent sickness reports (2 times within 2 months or more), this is supplemented by the Consultant. Long-term sick worker who cannot return will be transferred to the UWV."
435,How do you attract candidates?,"• Nurturing databases of active and latent seeking candidates and employees for return. • Gi Group can also use references as a recruitment channel. We motivate our candidates with incentives in the form of value coupons during our tell-a-friend referral recruitment actions. • Gi Group can also pay the temps who stay on-board until the end of the peak season a retention fee. • Display advertising. • Banners on websites with specified target group affinity, corresponding with geographical data . • Action-driven landing pages that focus on the traffic and provide application points to the candidates: o First mobile design of these landing pages. o Fast application process & flexible application form."
436,How do you attract and recruit good candidates? What software and data sources do you use?,"In a rapidly changing market, it is necessary to keep renewing and innovating. Smartphones, Big Data, Smart Analytics, Social Media, Communities, Machine Learning and Apps have become part of our lives. For recruitment, Gi Group uses the most innovative online channels, trusted and effective offline channels and other modern tools. We use the Applicant Tracking Software to increase the productivity of our Recruiters, and to manage the entire recruitment funnel and registration process. Nevertheless, we make use of the Intelligence Group software, which enables us to have an insight on the market and a complete analysis of it. Also, Gi Group has a lot of experience in the area the region and knows it by heart. By AB-testing and analyzing all our data, we have developed a strong understanding of which campaigns and recruitment channels are the most successful per target group, geographical area and profile. Our current strategy is that we constantly hunt for the best candidates, instead of a passive approach where you wait for applications on the job advertisements and only use the existing database."
437,Could you give us some examples of offline recruitment channels you use?,"• The back of the bus and/or bus stop posters. • Hand-out leaflets, posters at schools, universities, student hotels and industrial areas. • Advertising in local papers, magazines and local sponsoring, etc."
438,How do you use attificial intelligence (AI) to analyse data and apply machine learning in you recruitment proces?,"We use Artificial Intelligence (AI) and machine learning for the pre-screening of candidates that apply to one of our open vacancies. When a candidate applies to one of our job profiles or registers itself on our website, AI will pre-screen the candidate that results into a ranking. The candidates with the highest ranking appear on top of the dashboard of the recruitment team, so the recruiters can make choices that are based on the work that has already been done by AI. The ranking of the AI is based on the following criteria: • Candidate profile; • Vacancy profile; • Comparison with other candidates in the database; • Account profile. While AI assess and compares all these criteria’s, the outcome is a ranking within a scale. The more candidates go through our system, the smarter the AI gets by machine learning. The advantage for Client is, we increase the quality of our process and candidates on a standardized way, for the entire recruitment team."
439,What is you experience around working with co-vendors?,"Gi Group uses sub suppliers for two specific reasons: • Quality; in cases where a specific question (profile) requires a specialized supplier. • Quantity; When a volume request is so challenging at any given time, it takes multiple suppliers to meet it. Gi Group works with a trusted selection of sub suppliers for both quality and quantity issues."
440,How do you secure that all documents during the onboarding are signed and stored and uniform?,"In our Salesforce driven software, My Solution, we can upload the required documents which need to be signed by every worker. The system blocks if the documents are not signed. We will save the signed documents in our system."
441,How do you specifically plan to build up the flex pool of students and the holiday pool?,"Recruitment This target group of students requires a different approach than we use for regular vacancies. For this target group we make more use of social media channels such as Instagram, Snapchat, Tiktok,etc. Possibilities for offline campaigns (such as at MBO / HBO schools, universities, sports associations or other channels) are also included. From reports displayed by our recruitment software, we can immediately measure and manage the success factors during each campaign.  Keeping contact  Keep in touch with the pool by telephone, WhatsApp, SMS or other popular channels through a fixed schedule. And send automated, but personalized messages at important moments such as birthdays, graduation, new year transition. The aim is to maintain the pool.  Reward system  The options for retaining this target group can also include a reward system that can be saved for something per hour worked. This will certainly ensure maintenance of the pool in the summer period."
442,How has Gi Group taken care of the insurance for her EU flexworkers?,"Every labor migrant receives standard health insurance from us. We arrange this at Holland Zorg. If an employee wishes to opt out of this, this must be indicated to us in writing. Gi Group receives a group discount of 5%, this discount is settled towards the flex workers."
443,Could you describe the recent innovations of Gi Group?,"Our organization is fully specialized in (onsite) services to companies in the production and logistics sector. For that reason, our unique delivery model is scalable, so that we can easily ""move"" with the extreme peak requirements known within these sectors. This enables us to manage both the on-site team and our centrally organized teams around activities such as; quickly scaling up recruitment (local and in Europe), planning and administration in capacity, enabling us to deliver large volumes of flex workers and guaranteeing quality. Across all these processes, we offer added value to all parties involved in this chain, because we have housed all our applications and data flows on one digital platform in the user-friendly Salesforce environment, enabling us to offer uniformity, insight and control over all processes related to inflow, throughflow and outflow of flexible hiring, by making this data accessible via handy web portals. Below is a selection of some innovations that we deploy for our customers on our Mysolution platform."
444,Does Gi Group provide a client portal?,"Gi Group uses Mysolution, the best all-in-one HR solution for agencies available on the Dutch market, where front, mid and back office data is integrated into one system on the Salesforce platform. All our functionalities are integrated in the same environment, so we support a full life cycle of the data and connect all points. Instead of just using the standard Mysolution functionalities, we have added a large number of supporting applications, such as; Salesforce Einstein, OnRecruit, Company.info, Jobdigger, Intelligence Group, Avnio, InGoedeBanen, etc. Another valuable application of Mysolution is that we can build a custom made portal for Client e-Commerce, where we can parts in the Salesforce environment such as a real-time planning overview, management reports, KPI dashboards and job tracking, but also more basic data such as; average hourly rate, average multiplier, the number of hours per type per week per department, etc."
445,You must submit a proposal for a Service Level Agreement and the associated KPIs.,"The Service Level Agreement (SLA) is the most important document between Client and Gi Group and describes the cooperation and agreements between both parties. The purpose of an SLA is to make binding agreements about the quality parameters of the service and about the reports. Performance and services provided are continuously measured with Key Performance Indicators (KPIs) defined in the SLA. We believe that we need to measure key figures (KPIs) to manage our organization and to continue to learn. We do this Gi Group broadly, but also specifically for Client. We share the results monthly via an Excel export from our system and discuss them at regular consultation moments.  Gi Group proposes the following KPIs to Client: • Fulfillment rate (= the number of successful placements vs. number of applications) - 99% on forecast - 95% other • Complaints (= the number of complaints on an annual basis) - • No shows (= the number of candidates who do not show up, with the exception of timely replacement) - • Invoice accuracy = the number of incorrect invoices / by the total number of invoices. - 99.5%  We are happy to determine a definitive set of fixed KPIs together with Client."
446,What advise can you give the Client around planning?,Gi Group advises Client on planning on matters such as: • Where are the bottlenecks? • Where and when is cross training / education necessary? • When should recruitments be set up to anticipate peak periods in time? • How can we improve forecasting together? (based on historical data) • What pool size is needed per target group? • What is the optimal pool composition?
447,What software does your company use to keep track of your customers data and reporting?,"Gi Group Netherlands Use My Solution in Sales Force. In this program it is possible to make a portal per customer with custom made reports which show live/actual data. For instance we can show you the average hourly rate, the average multiplier, the amount of hours per week per department. But we can also create a dashboard for specific KPI's at the Client."
448,"Could you work out a concise action plan for the implementation period, including a migration plan?","1. A planning including a well-developed communication and migration plan, including concrete detailed steps, milestones and a critical path, in which it is clear that the (activities for the) implementation will be ready within 8 weeks. 2. The composition of a dedicated project team, including one central contact person; 3. A description of the manner of aftercare after the implementation phase; 4. A description of what is expected of the customer during this period.  In our opinion, a successful implementation / migration consists of 5 elements: 1. A qualitative implementation team, composed of experienced professionals (at all levels), who have already completed many migrations; 2. A migration team that is already involved during the RFP phase, so understands Client 's expectations, wishes and requirements; 3. Freeing up extra resources during the implementation / migration, so that we always have enough people to complete this process on time and properly; 4. Thorough preparation, planning, control and implementation; 5. ""Cooperate"" in advance as a flex worker in the departments, so that the onsite teams understand the operational activities and requirements at Client  well.In our opinion, a successful implementation / migration consists of 5 elements: What we expect from Client  is: - Good communication - Support and involvement on all levels - Insight in stakeholders ? 1. Care after the implementation face Even after the implementation phase, we will be more than usual on-site on location at fixed times, so that the flex workers can contact us with all their questions and we will handle this for Client . Personal contact is the key here. During the first few weeks, we regularly check per person whether everything is going well with the salary and whether everything is clear regarding the candidate portal and candidate file. We also put the implementation and migration, the first two months, on the agenda of the regular consultation moments with Client . In addition, flex workers can always call our CPA department, which is specially designed to answer first-line questions from flex workers. The back-office specialists know the ins and outs with regard to remuneration, legislation and regulations and the application of the hirer's remuneration at Client , so quickly remove any ambiguity. 2. Customer expectations during implementation and migration The starting point is that we unburden Client  during the implementation and migration as much as possible and that everything runs smoothly. Client  must be able to remain fully focused on the core activity, namely production and for the flex workers, only the logo above the salary slip must change and the rest remain the same and familiar. The expectations in the form of actions can be found in the schedule under point 1. Gi Group also provides Client  with a complete package, including all documentation for the releasing party, information sheets, FAQ, presentations for the kick-off meetings and information sessions with flex workers, but also action and decision lists, etc. are ready to use. Thanks to our extensive experience with implementations and migrations of groups of tens to hundreds of flex workers, this is in good hands with Gi Group. That's a promise."
449,We would like to receive a proposal for an SLA for Client . Be specific and concise!,"The master vendor role that Gi Group takes up is central to the service. In addition to a total delivery responsibility, Gi Group can also be held accountable for the quality and performance of the delivered goods. The agreements made in the contract and the Service Level Agreement therefore relate to all flex workers supplied to Client  via Gi Group. How the collaboration between Gi Group and other agencies is organized is a responsibility of Gi Group (the master vendor) and will therefore not form part of this contract. The points listed below are a summary of the agreements between Gi Group and Client  in the field of service provision. The aim of this SLA is to make binding agreements about the quality parameters of the service provision and about the reporting that should lead to an improvement in the quality of the service. The KPIs have been added to indicate the importance of a number of specific points within the whole of Gi Group's services.  • Management information Management information will be provided by Gi Group every 4 weeks at various levels. This information will be discussed during the 4-weekly and quarterly evaluation moments as included in the communication matrix.  • Quality Evaluations are regularly carried out in accordance with the schedule to keep the quality (performance, reliability, competences) of the flex workers as high as possible and to continuously monitor and improve them. On average, the outcome of all evaluations must be at least “satisfactory” overall.  • Phase management Gi Group identifies the phase in which the flex worker is. This signaling is discussed once every 4 weeks in the operational consultation.  • Accessibility Gi Group We work with our Flexpool Coordinators in shifted shifts between 06:00 and 22:00 hours 7/7 and offer 1st line self-support as an IT solution between 22:00 and 06:00. The self-support functionality, fulfills the replacement demand, by automatically sending a message to the reserve pool of candidates, allowing the available flex workers to schedule themselves to fill the shift. Thanks to this automated smart tooling, any other candidates who have also responded will be unsubscribed and the shift will be confirmed to the flex worker who has acted the fastest. The remuneration system rewards the most flexible flex workers. A lot is possible in the field of remuneration, but we are happy to coordinate this personally with Client . During the week, our Onsite Consultants normally work within office hours, so from 08:30 - 17:00, but if the client's duty roster makes it smarter to start the day structurally earlier, for example, we sometimes opt for shifted shifts. Outside the weekday working hours of the on-site operation, other solutions can also be devised to meet the replacement demand. An example of an alternative solution is: Daily up-to-date reserve pool in Mysolution with substitute workers, which is managed by a senior flex worker or a Client  team leader, who approaches the candidates by telephone. An advantage of this can be the personal contact and that you approach specific candidates first.  • Information material Gi Group will use or compile information material that is made available to flex workers who are placed at Client . Keeping this information material up-to-date lies with Client . Gi Group will always provide the latest version to the flex workers.  • Safety Gi Group will ensure that all flex workers are informed about and sign a statement that they are aware of the applicable health and safety rules within Client . Gi Group must also ensure a 100% comprehensive check on subjects such as work or residence permits (in the case of non-Dutch flex workers). Gi Group will ensure that all flex workers have the correct safety shoes (S3 = standard and is reimbursed by Gi Group). Other personal protective measures and clothing for flex workers will be purchased by Client ."
450,Which standard do you think you will set for the first 4 KPI's?,"Part of the management information is a set of fixed KPIs containing at least the following KPIs: • Services requested and provided (Delivery percentage, gross and net> 4 hours before start): 97% • (unwanted) turnover rate: 3% • Provision for ad-hoc questions (services requested on a daily basis • KPIs on correct time processing and invoicing: 99% accuracy (if hours are delivered digitized) • Development of the average hourly rate: In view of the increasing reduction in youth wages, we expect to achieve little savings with the target group of young people. We can, however, actively deploy the use of holiday workers and those entitled to AOW, for which a more competitive cost price applies.  • Other possible KPI’s: Sickness:  We share our KPIs through a report that we can generate at any time from Mysolution our HR software with real-time information, available in handy dashboards. These reports are shared with Client  on a monthly basis before the start of operational meetings. We calculate all KPIs on the average of a period of one year."
451,"Regarding permanent placement, which elements are covered in the fixed fee?","The fixed fee in case of a permanent placement includes holiday allowance and other emoluments, such as profit share settlement, tantième and a 13th month. We always calculate the fee over a full-time salary, even if the actual job has part-time hours."
452,What is the distance from your nearest office to our plant/location?,"At this time Gi Group Netherlands has more than 30 (onsite) locations throughout the country and we are continuously groing. Our headoffice is located in Amsterdam in the same building together with our first branch office. We can say we are practically always in close range to our client's location. Thanks to our fully equiped onsite model we can open up a location anywhere in the Netherlands from a volume of 1.000 hours per week, also in very remote locations (we can provide references)."
453,Does Gi Group offer free lance services?,Gi Group is experienced in working with freelancers. Calculation is based on the hourly rate of the freelancer. We apply a standard mark-up of 20% margin on top of the hourly rate of the freelancer.
454,How does Gi Group apply secondment contract forms?,"We apply a secondment rate equal to the gross salary including bonuses and special emoluments multiplied with a factor of 2.4. The minimum duration of a secondment contract is 6 months, based on a full-time employment. We always work with back-to-back contracts."
455,"What possibilities does your organization have, and advise, regarding the training and examination of the candidates, specifically for production and logistics?","Gi Group will use the entire training budget, which is built up by the wage bill Phase A of the temporary workers at Client , to educate and train the temporary workers employed by Client . We look at the needs of Client  and the individual needs of the temporary workers. This includes, among other things, a forklift or reach truck training, and in consultation with Client  (in connection with the use of the location) a high-rise truck certificate. Language training is also possible. For the White Collar profiles we can offer training through our company TACK / TMI, where training is given in the field of personal development, leadership and changes and innovations. To test; There are a number of requirements that a candidate must meet in order to be eligible for the position in question. The in-house consultant will conduct an interview, on location, with different candidates to find a match for the requested position. For example, if there is a lift, the intermediary will, together with the candidate, like to use a small space at the location where testing can take place.  There will also be a language test if language knowledge is necessary, this test will be taken in writing and orally. In the case of higher (specialist or management positions), a personality test can also be taken at the request of Client . Finally, driving tests for a forklift truck will always be carried out under the supervision of Client ."
456,What is your vision on the cooperation agreement within the bounderies of a maximum 2 suppliers on 100 blue collar temps?,"In the “First Memorandum of Information”, Client  sets the goal of selecting two main suppliers, who use sub-suppliers where necessary (existing parties, if any), in order to be able to comply with a further agreed KPI set. We propose to maintain a 50/50 market share split among the two main providers. In order for this process to run smoothly, uniform agreements must be made with all parties about the services / activities and the performance / KPIs must be monitored via one digital dashboard with real-time data, accessible to both the main supplier, sub-suppliers) as Client  via well-organized web portals. Gi Group has a similar system and if the other main provider does not have this functionality, it can make this service (within the framework of the privacy legislation) available to third parties, under further agreed conditions.  We recommend that you place the small Plants with one main supplier, cluster them where possible, and distribute the large Plants evenly. This creates intensive cooperation between all parties, whereby we join forces and create a quality advantage for Client . At these large Plants, clear agreements must be made between Client  and the two main suppliers regarding processes, such as; intake, onboarding, planning, on-site staffing, off-boarding, accessibility, systems, consultation structure, etc., whereby a pleasant cooperation and optimal service towards Client  are central. For the large Plants, we recommend using the same market share distribution for the following services: 1. Unfulfilled services; 2. Ad hoc services; 3. Replacement services for unwanted outflows. In concrete terms, this means that we rotate between the two main providers, with regard to the interpretation of a service that has become open as described in variants 1 to 3, regardless of which main provider this service originates from, whereby the main providers are forced in an organic way to ensure let in, retain and deliver sufficient quantity based on the request. We can also facilitate the planning, distribution and tracking of the open services, from our web portals, so that everything is available digitally and in real-time for all involved."
457,How and where do you source the right candidates?,"Our recruiters have the right competences such as; empathy, listening skills and knowledge of the sector. Our recruitment team has all possible tools to reach the right target groups:  • Extensive possibilities on Linkedin: Premium; Continuous posting of ""jobs""; Linkedin Recruiter; • Nationalevacaturebank.nl: CV database search; ‘Topbanen’; many advertisement opportunities;  • Indeed: budgeted advertisements, CV database search;  • Advertisement opportunities on topic related websites;  • Multi-posting on diverse free jobboards;  • UWV: Contacts with national en regional UWV offices;  • Social Media: Instagram and Facebook campagnes.  Accurate and continuous management of your own talent pools in our professional CRM system. The results of searching, hunting and farming through our ""purchasing channels"" are continuously measured, so that we know which ones are successful. This gives us insight into where we should focus more in order to achieve maximum results.   We regularly perform labor market analyzes and benchmarks so that we are always aware of the local and national labor market. In addition, we are constantly informed about new, innovative recruitment methods. We subject recruited candidates to a thorough competence-based interview, after which we request relevant references. We use these tools to create an extensive profile so that we get a true and fair view of the candidate before he or she comes to you for an interview."
458,How does your company manage different pools? (poolmanagement),"In order to make a planning system work, we will create a pool of candidates based on a medium and long term planning. From this pool we can fulfill new services, accommodate outflow and replace No Shows. If flexibility and the associated planning are not properly arranged, there is a risk that flex workers will not be deployed enough hours to meet their minimal financial need. A too high turnover is the result. We can make an important difference by securing his / her minimum income for the flex worker. The way in which Gi Group designs its flex pools takes these needs into account. As a counterpart to the above wish, when all flex workers from the flex pool are deployed almost all available hours, there is no longer any possibility to absorb unexpected peaks. The scalability is then gone. For example, we compensate for this by having part of the pool consist of part-timers who are less income-dependent, such as students, holiday workers, two-income earners, AOW beneficiaries and possibly subsidy candidates, the so-called layer model."
459,What is the training budget of your company?,"For the flexworkers at Client, Gi Group invests a maximum of 1.02% of the gross wages of the flexworkers who work in phase A. Together we would like to see how we can use this training budget in such a way that it offers maximum added value for flex workers and Client, of course this varies per profile. Some examples where the trainings budget is used for: • Forklift / reach truck certificate • Industry certificate Customer Care • Commercial training • HACCP training (food environment) • Language course"
460,"How do you benchmark your employee’s subject matter expertise and knowledge of federal, state, provinces and local laws, rules, regulations applicable to temporary labor services?","All employees of Gi Group are experts in their workfield due to extensive training, schooling and experience. Most of the consultants and administration employees have their SEU certificate (which covers all temp and overall labor legislation), and are keeping up with the changes in legislation. Br. Our Country Manager is part of the ABU comittee, which is the confedaration for temp agencies in The Netherlands. Gi Group is a member of the ABU and Vereninging detacheren NL.  Gi Group is also being advised by consultancy partner Mazars and legal partner Advocaten van Nu. Besides, we have an attorney who is specialized in temp labor."
461,"How do you provide proactive advisory to your clients on any changes to existing regulations and new regulations which could impact the business in acquiring temporary labor such as changes to paid sick time, minimum wage increases, OSHA, COVID-19, etc.","We provide at every operational or strategic evaluation moment with Client  proactive advisory about changing regulations. If the changes require immediate action, we will send an email or otherwise communicate immidiately."
462,"Are there any pending plans for merger, acquisition (staffing suppliers, technology) or business expansion (new branch offices) in the next 12 months?","In 2020, Gi Group Netherlands started a cooperation with MySolution Software and Intelligence Group.  In 2021, Gi Group started the expansion of a branch network to deliver temping services and permanent recruitment for small and medium sized clients. Over the last 22 years, Gi Group Holding International has done over 50 mergers and acquisitions. In The Netherlands, we are also in the exploratory phase for an acquisition."
463,"What program structure(s) do you recommend for Client  to fill both Professional (white-collar) and Frontline (blue-collar) assignments in Europe?  Please provide all the possible structures we are looking for out of the box thinking, creative ways to source quality temporary labor while achieving on-time fill rates.","We can service all program structures, which are; Grafton, Move-Up, SMS and External suppliers. Grafton is our professional brand and expert in the Search & Selection of white-collar profiles. For the blue-collar assignment, we have our services Move-Up and SMS. We deliver blue-collar employees from the local labor market and cross border solutions. Because of the mix between those recruitment possibilities, we will deliver the best possible service. We always work onsite. Where traditional agencies often operate from branches, our Consultants always work from a customer location and hereby partly fill in for Client . They are an extension of Client  and because of the (part-time) On-site presence, they know exactly what is going on in the operation and with our flex workers. We are physically present onsite for more hours than the standard at temporary employment agencies and are convinced that this is the only right way to achieve maximum retention and performance. In our opinion, the onsite model is the only way to properly implement the HR partnership that Client  aspires to have. The close interdependence between the organizations in the deployment of a large group of flex workers based on temporary employment in a so-called triangular employment relationship, combined with the requirements and wishes with regard to service provision from Client , means that regular but efficient communication is the only key to success. The Corona pandemic has taught the world to adapt to more remote communication through channels like; Microsoft Teams, Zoom, Skype for Business, etc. What has also become clear is that personal physical contact on the work floor is indispensable to strengthen a relationship and to find  creative solutions together."
464,Have you managed any of your clients  as the Master Vendor or Managed Service Provider?,"Yes, we have experience in working with a Master Vendor construction, but not as the Master. However, we work for over a year together with Agile1 on the Merck Sharp & Dome account. Gi Group provides the contracts for perm, temp, freelance and payroll for Merck Sharp & Dome account where Agile1 is the neutral MSP. We also work in other multi-vendor structures with other competitors, based on a fixed market share, where we divided the Master Vendor activities among the preferred suppliers, based on the strenght per supplier. Also, for Client  we can adjust our service to get the best working solution. Whether that will be a vendor preferred structure (what we now see as the best solution for The Netherlands) or any other service model."
465,"Indicate the number of years for each service level your company has been providing Temporary Labor Services as an MSP provider, Vendor Neutral,  Vendor Preferred, Master Vendor, others?  Please provide a detailed list of all the clients where you are providing each of the said services?",Simei: we work as vendor preferred for Simei since 2019  MSD: since 2020 we work as vendor preferred for MSD for VMS Agile1 B&S: vendor preferred since 2017
466,"Do you currently manage a VMS technology, if yes which one(s)?  Are any in-house developed or 3rd party software?  Does the VMS technology support multiple languages?","Pixid,  Accelaration VMS Agile 1, Careerix for Koramic2Engage. MySolution Software All programs support multiple languages."
467,Describe the training programs you offer your temporary employees?,"Our goal is to strongly increase the quality of the new temporary worker using a thorough selection process, efficient training and a specific integration. As a standard, we provide basic courses for logistics (safety, HACCP, reach truck driver, forklift driver, warehousing, etc.) and develop user-specific trainings on request.    Gi Group reserves 1,02% for training, schooling and education purposes for the benefit of the temporary workers assigned at the Client. Gi Group can use this for all job applicable trainings. If a temporary worker has taken one course, he or she goes back to zero worked hours in this counting system.  Example of a training plan, we developed for another logistic client: • LOI English for starters / 350 hours • Forklift beginner (2 days) / 600 hours • Forklift advanced (1 day) / 400 hours • Forklift repeat 200 hours • Reach forklift beginner (2 days) / 600 hours • Reach forklift advanced (1 day) / 400 hours • Reach forklift repeat / 200 hours • BHV / 400 hours"
468,Please detail strategy for supplying adapted quality and quantity in highly competitive areas.,"In this scares labour market and competitive economic environment, we will analyse the 'total package' of each job profile with Client. We will compare elements like; salary, recognition, extra allowances, working environment, perspective to enter into a direct employment/contract, company parties, Christmas gifts etc. with the competitors of Client in the area. We also analyse the availability of target groups in the area like; fulltime workers, part-time workers, students, house mothers/fathers, above pension age workers etc.  After this phase, we define an unique and most successful package together with Client and use this for employer branding campaign and job advertisement. We deploy specialists if required in order to define the message and communication platforms with you. We also define the best suitable mix of recruitment channels in this specific area of the Client site (online and offline). In co-creation with Client we make a SWOT-analysis, in which the key points relating to; ""Why candidates like to work at Client"" have been processed. We compare the SWOT analysis with a (local) competition analysis, after which we determine together what strengths we use in the labour market communication and which channels are suitable. In doing so, we always keep the costs vs. the expected result in the back of our mind.  From our perspective, employer branding can only be realized if the internal organization supports this image and if there is commitment at all levels; before and during the execution."
469,"If Client is not satisfied with one of your temporary employees, what is your policy on replacement?","When a temporary worker, Gi Group, decides to end the assignment, an exit interview will always take place. The results of each exit interview is discussed with the responsible team leader of Client and included in the quarterly evaluation. Extraordinary outcomes are shared with HR.  If Client decides to end the assignment of a temporary worker; Client will specify the reason for this decision to Gi Group. Client must also comply with the statutory termination term ‘aanzegtermijnen’ of the assignment laid down in the Collective Labour Agreement of the ABU.  In order to avoid early exits (due to illness, if not complying or by leaving on own initiative), we manage our retention policy by organizing evaluations to follow-up on temporary workers and to undertake necessary actions if required. When a contract of a temporary worker terminates, your single point of contact (or onsite consultant) selects a suitable replacement from the outflowing workers, pools or new candidates within short notice.   In case Client is still not satisfied of one of our employees, a KPI will be defined to ensure replacement within timeframes defined in our SLA. Gi Group makes sure there is a pool in order to enable us to substitute the former temporary worker."
470,How will Gi Group optimize the planning?,"In the area of planning, we see many opportunities in terms of optimisations / cost savings; think of digitization, deployment planning tool, capacity management and uniformity. We recommend, however, to keep the planning process as it is now, and to tackle this project together at a later stage. The impact of the supplier changes, implementation and possible migration already has enough impact on Client , so all focus should be here now. Gi Group works a lot with KPIs within Service Level Agreements, so we propose to determine the KPI types, KPI definitions and KPI levels together with Client . Uniformity and measurability are leading in this."
471,Is an onsite occupation neccesary in your opinion?,"We recommend linking the on-site occupation per plant to two elements: 1. Hours per week (fluctuating based on peak demand); 2. Wishes of the Client  Plant in the field of on-site activities. There are Plants, which currently purchase an almost complete on-site service package, and Plants, where it is sufficient to only have telephone contact about the planning and to evaluate once a month or quarter. In our opinion, the on-site occupation is tailor-made for each plant, which we would like to discuss with the various Plants of Client .  Our onsite team, specialists in serving temporary clients in production and logistics, is supported by our central departments, enabling us to work efficiently and to scale up and down if necessary: • Central Recuitment Team: sourcing, screening, selection, reference checks, scheduling interviews with on-site team, etc .; • Central Administration Team: payroll, questions 1st line flex workers, sick leave, vacation registration, contracting, working hours, invoicing, audits, etc .; • Central Planning Team: plans services / transport / accommodation (together with on-site team), n.o.k.d. management, pool management, etc. The on-site team focuses entirely on the flex workers and on the stakeholders on the side of Client . In the case of EU flex workers, in addition to the on-site team and the central departments, we deploy Caretakers, who live with the EU flex workers and make every effort to ensure good living and working conditions for our workers and the quality of the candidates. They are our eyes and ears in the field."
472,How will Gi Group keep track of the attendance of the flex workers?,"We propose to implement Nedap's PEP Flex clock system across all Plants, uniformly for all suppliers. This is the most widely used software package in the temporary employment industry. Flex workers clock in and out with their personal PEP only with a PEP Reader.  PEP registers the clocked hours of the flex workers. The hours are approved by those responsible and then go to the salary package in Mysolution and Gi Group that can process the hours for invoicing.  The PEP system also keeps track of the hours worked with corresponding hour types, such as normal hours, allowance hours, overtime hours, etc. This is clear to those involved in real-time.  Clocking in on the PEP Readers is possible upon arrival, but can also be done by cost center, line or activity, for example. The readers are equipped with a battery and make contact with one PEP gateway that collects all information and sends it to the PEP software. The collection and forwarding is done via the GPRS network by means of a SIM card built into the gateway. This will give you a wealth of information about how much and for how long work has been carried out to cost center / activity level.  In addition, the manager has the option to view all hours worked in the current and previous weeks of the employee. The hours and rights accrued are also transparent. Both the accrued hours / entitlements and hours worked and allowances are transparent to the employee. It is possible for the manager to make a total overview of the hours worked and to export this. PEP Flex is already linked to Mysolution, so that we can digitally input the hours via an interface. This reduces the error margins and allows us to see in real-time who is clocked in, which makes attendance checks a lot easier. Running reports is also child's play. The costs for the implementation and use of PEP Flex are not yet included in our pricing, but are € 0.07 per booked hour, so this is manageable."
473,Could you give a short description of your organization?,"We are a temporary employment agency with national coverage. In the field of temporary employment, we mainly focus on the wholesale market in the sectors Logistics, Production and Customer Care. We supply cross border employees with the sub-brand Move Up. We are part of a global HR service provider that also carries the Grafton (professional organization) and Fashion & Luxury brands in the Netherlands."
474,Name three things that you do differently than other companies?,"1. We believe people are important. Contact with your flex workers and our customers is done by (onsite) consultants who are free from recruitment, marketing and administrative tasks. This allows them to fully focus on what is really important, namely the attention for flex workers and the unburdening of operations and the HR partnership with Client . 2. We have a healthy mix of personnel from the Netherlands and from other EU countries so that we can always continue to deliver. Because we have both recruitment sources in-house, we can continuously switch and, together with our customers, consider the best solution. Given that we recruit from 8 countries in Europe, it is also not the case that our customers get a dominant second culture in the workplace. 3. We provide real-time data about our entire services and are the frontrunner in the field of IT and digitization. Whether it concerns management reports, schedules, KPI reports or market analyzes, we offer this information via web portals to our candidates, customers, suppliers and sub-suppliers. In these web portals, we have built clear dashboards that can be adapted to specific customer requirements. As a result, we offer our customers the opportunity to create uniformity and insight into the data across the various Plants / departments, so that together we can make timely real-time adjustments and decisions can be made based on facts."
